retailer_id,retailer_name,distributor_id,territory_id,outlet_type,town_name,pincode,onboard_date,status,deactivation_date
RET-00483,Jai Radha Stores - 07,DIST-005,T-WB-04,General Store,Bardhaman,713101,2023-12-02,Active,
RET-00484,Dey Brothers - 06,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2023-12-02,Active,
RET-00485,Mondal General Store - 08,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2023-12-02,Active,
RET-00486,Ghosh General Store,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-12-04,Active,
RET-00487,Maa Kali Bhandar - 12,DIST-005,T-WB-04,Kirana Store,Bardhaman,713103,2023-12-04,Active,
RET-00488,Jai Saraswati Stores - 15,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2023-12-04,Active,
RET-00489,Shree Ganesh Traders - 20,DIST-009,T-WB-07,Kirana Store,Asansol,713302,2023-12-04,Active,
RET-00490,Jai Radha Stores - 21,DIST-011,T-WB-09,Kirana Store,Durgapur,713201,2023-12-04,Active,
RET-00491,Dakhin Kirana Bhandar - 04,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-12-05,Active,
RET-00492,Das Brothers - 04,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2023-12-05,Active,
RET-00493,Jai Saraswati Stores - 16,DIST-008,T-WB-07,Kirana Store,Asansol,713301,2023-12-05,Active,
RET-00494,Jai Vishnu Stores - 13,DIST-009,T-WB-07,General Store,Asansol,713303,2023-12-05,Active,
RET-00495,Uttar Kirana Bhandar - 11,DIST-004,T-WB-04,Kirana Store,Bardhaman,713101,2023-12-06,Active,
RET-00496,Uttar Kirana Bhandar - 25,DIST-009,T-WB-07,Kirana Store,Asansol,713302,2023-12-06,Inactive,2025-03-15
RET-00497,Haldar Provision Store - 06,DIST-011,T-WB-09,Kirana Store,Durgapur,713204,2023-12-06,Active,
RET-00498,Maa Saraswati Bhandar - 13,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2023-12-07,Active,
RET-00499,Maa Kali Bhandar - 16,DIST-007,T-WB-06,General Store,Uluberia,711317,2023-12-07,Active,
RET-00500,Jai Radha Stores - 18,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2023-12-07,Active,
RET-00501,Dey & Sons,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2023-12-08,Active,
RET-00502,Chakraborty Provision Store,DIST-002,T-WB-02,Kirana Store,Chinsurah,712101,2023-12-09,Active,
RET-00503,Kundu & Sons,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-12-09,Active,
RET-00504,Majumdar Brothers - 03,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-12-09,Inactive,2026-01-25
RET-00505,Maa Ganesh Bhandar - 03,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-12-11,Active,
RET-00506,Ghosh Brothers - 04,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-12-11,Active,
RET-00507,Roy & Sons - 06,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2023-12-11,Active,
RET-00508,Das Provision Store - 08,DIST-010,T-WB-08,General Store,Asansol,713321,2023-12-11,Active,
RET-00509,Haldar Brothers - 02,DIST-004,T-WB-04,Kirana Store,Bardhaman,713103,2023-12-12,Inactive,2025-09-30
RET-00510,Maa Vishnu Bhandar - 21,DIST-010,T-WB-08,General Store,Asansol,713321,2023-12-12,Active,
RET-00511,Nandi & Sons - 10,DIST-011,T-WB-09,Kirana Store,Durgapur,713204,2023-12-12,Active,
RET-00512,Ghosh Brothers - 03,DIST-002,T-WB-02,Kirana Store,Chinsurah,712101,2023-12-13,Active,
RET-00513,Dakhin Kirana Bhandar - 13,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-12-13,Active,
RET-00514,Shree Vishnu Traders - 07,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-12-13,Active,
RET-00515,Shree Saraswati Traders - 09,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2023-12-13,Active,
RET-00516,Maa Radha Bhandar - 16,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2023-12-13,Active,
RET-00517,Paul Brothers,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2023-12-14,Active,
RET-00518,Saha Provision Store - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2023-12-14,Active,
RET-00519,Saha Brothers,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2023-12-15,Active,
RET-00520,Shree Kali Traders - 04,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2023-12-15,Active,
RET-00521,Haldar & Sons - 02,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-12-15,Active,
RET-00522,Maa Lakshmi Bhandar - 08,DIST-004,T-WB-04,Kirana Store,Bardhaman,713104,2023-12-15,Active,
RET-00523,Majumdar Provision Store - 06,DIST-008,T-WB-07,Kirana Store,Asansol,713303,2023-12-15,Active,
RET-00524,Paul Provision Store - 04,DIST-009,T-WB-07,Kirana Store,Asansol,713302,2023-12-15,Active,
RET-00525,Maa Kali Bhandar - 24,DIST-009,T-WB-07,Kirana Store,Asansol,713301,2023-12-15,Inactive,2025-01-18
RET-00526,Uttar Kirana Bhandar - 31,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2023-12-15,Active,
RET-00527,Majumdar Provision Store,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2023-12-16,Active,
RET-00528,Sarkar & Sons - 04,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2023-12-16,Active,
RET-00529,Shree Shiva Traders - 04,DIST-002,T-WB-02,Kirana Store,Chinsurah,712101,2023-12-16,Active,
RET-00530,Paschim Kirana Bhandar - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2023-12-18,Active,
RET-00531,Nandi & Sons,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2023-12-18,Active,
RET-00532,Sarkar Provision Store,DIST-002,T-WB-02,General Store,Chinsurah,712104,2023-12-18,Active,
RET-00533,Mitra Provision Store - 05,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2023-12-18,Active,
RET-00534,Roy & Sons - 04,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2023-12-18,Active,
RET-00535,Jai Durga Stores - 09,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2023-12-18,Active,
RET-00536,Ghosh Brothers - 07,DIST-009,T-WB-07,Kirana Store,Asansol,713303,2023-12-18,Active,
RET-00537,Purba Kirana Bhandar - 23,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2023-12-18,Inactive,2025-06-11
RET-00538,Roy & Sons - 02,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-12-19,Active,
RET-00539,Maa Radha Bhandar - 11,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2023-12-19,Active,
RET-00540,Kundu & Sons - 04,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2023-12-19,Active,
RET-00541,Das Provision Store - 07,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2023-12-19,Active,
RET-00542,Jai Shiva Stores - 20,DIST-011,T-WB-09,Kirana Store,Durgapur,713201,2023-12-19,Inactive,2024-04-02
RET-00543,Das General Store,DIST-004,T-WB-04,Kirana Store,Bardhaman,713104,2023-12-20,Active,
RET-00544,Jai Radha Stores - 06,DIST-005,T-WB-04,Kirana Store,Bardhaman,713104,2023-12-20,Active,
RET-00545,Jai Ganesh Stores - 08,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-12-20,Active,
RET-00546,Shree Vishnu Traders - 12,DIST-008,T-WB-07,Kirana Store,Asansol,713301,2023-12-20,Active,
RET-00547,Maa Vishnu Bhandar - 24,DIST-011,T-WB-09,Kirana Store,Durgapur,713204,2023-12-20,Active,
RET-00548,Jai Radha Stores,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-12-21,Active,
RET-00549,Shree Ganesh Traders,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-12-21,Inactive,2025-10-14
RET-00550,Bose General Store,DIST-002,T-WB-02,General Store,Chinsurah,712101,2023-12-21,Active,
RET-00551,Shree Shiva Traders - 07,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-12-21,Active,
RET-00552,Purba Kirana Bhandar - 06,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-12-22,Active,
RET-00553,Dey Provision Store - 04,DIST-004,T-WB-04,Kirana Store,Bardhaman,713103,2023-12-22,Active,
RET-00554,Purba Kirana Bhandar - 09,DIST-005,T-WB-04,Kirana Store,Bardhaman,713103,2023-12-22,Active,
RET-00555,Shree Saraswati Traders - 11,DIST-009,T-WB-07,Kirana Store,Asansol,713303,2023-12-22,Active,
RET-00556,Chatterjee Provision Store - 07,DIST-011,T-WB-09,General Store,Durgapur,713202,2023-12-22,Inactive,2025-11-28
RET-00557,Maa Shiva Bhandar,DIST-001,T-WB-01,General Store,Serampore,712201,2023-12-23,Active,
RET-00558,Nandi Brothers - 04,DIST-004,T-WB-04,Kirana Store,Bardhaman,713102,2023-12-23,Active,
RET-00559,Maa Shiva Bhandar - 22,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2023-12-23,Active,
RET-00560,Shree Kali Traders - 10,DIST-010,T-WB-08,General Store,Asansol,713304,2023-12-23,Active,
RET-00561,Mitra General Store,DIST-002,T-WB-02,Kirana Store,Chinsurah,712101,2023-12-25,Active,
RET-00562,Maa Saraswati Bhandar - 04,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-12-25,Active,
RET-00563,Banerjee Provision Store - 05,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2023-12-25,Active,
RET-00564,Shree Radha Traders - 08,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-12-26,Active,
RET-00565,Maa Ganesh Bhandar - 14,DIST-005,T-WB-04,General Store,Bardhaman,713103,2023-12-26,Inactive,2024-12-05
RET-00566,Ghosh & Sons - 05,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2023-12-26,Active,
RET-00567,Roy General Store - 07,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2023-12-26,Active,
RET-00568,Sen General Store - 10,DIST-009,T-WB-07,Kirana Store,Asansol,713303,2023-12-26,Active,
RET-00569,Uttar Kirana Bhandar - 26,DIST-009,T-WB-07,Kirana Store,Asansol,713301,2023-12-26,Active,
RET-00570,Roy & Sons - 07,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2023-12-26,Active,
RET-00571,Maa Radha Bhandar - 23,DIST-011,T-WB-09,Kirana Store,Durgapur,713202,2023-12-26,Active,
RET-00572,Shree Lakshmi Traders - 12,DIST-004,T-WB-04,Kirana Store,Bardhaman,713101,2023-12-27,Active,
RET-00573,Paul & Sons - 08,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2023-12-27,Active,
RET-00574,Maa Shiva Bhandar - 14,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-12-27,Active,
RET-00575,Maa Lakshmi Bhandar - 15,DIST-007,T-WB-06,General Store,Uluberia,711317,2023-12-27,Active,
RET-00576,Mondal & Sons - 05,DIST-009,T-WB-07,Kirana Store,Asansol,713301,2023-12-27,Active,
RET-00577,Shree Durga Traders - 26,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2023-12-27,Active,
RET-00578,Sarkar & Sons,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2023-12-28,Active,
RET-00579,Mukherjee Provision Store - 02,DIST-002,T-WB-02,Kirana Store,Chinsurah,712101,2023-12-28,Active,
RET-00580,Sarkar Brothers - 02,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2023-12-29,Active,
RET-00581,Maa Kali Bhandar - 10,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-12-29,Active,
RET-00582,Jai Ganesh Stores,DIST-001,T-WB-01,General Store,Serampore,712202,2023-12-30,Active,
RET-00583,Purba Kirana Bhandar - 07,DIST-004,T-WB-04,Kirana Store,Bardhaman,713102,2023-12-30,Active,
RET-00584,Jai Kali Stores - 13,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2023-12-30,Active,
RET-00585,Jai Kali Stores - 24,DIST-011,T-WB-09,Kirana Store,Durgapur,713202,2023-12-30,Active,
RET-00586,Roy Provision Store - 13,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2023-12-30,Inactive,2025-01-12
RET-00587,Saha & Sons,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2024-01-02,Active,
RET-00588,Dey & Sons - 02,DIST-004,T-WB-04,Kirana Store,Bardhaman,713102,2024-01-02,Active,
RET-00589,Mukherjee General Store - 08,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2024-01-02,Active,
RET-00590,Jai Kali Stores - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2024-01-03,Active,
RET-00591,Jai Radha Stores - 15,DIST-009,T-WB-07,Kirana Store,Asansol,713303,2024-01-03,Active,
RET-00592,Shree Shiva Traders - 22,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2024-01-03,Active,
RET-00593,Mondal General Store,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2024-01-04,Active,
RET-00594,Sarkar & Sons - 05,DIST-005,T-WB-04,Kirana Store,Bardhaman,713104,2024-01-04,Active,
RET-00595,Mukherjee & Sons - 04,DIST-006,T-WB-05,General Store,Katwa,713131,2024-01-04,Active,
RET-00596,Mukherjee Provision Store - 07,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2024-01-04,Active,
RET-00597,Nabagram Kirana Bhandar - 26,DIST-008,T-WB-07,Kirana Store,Asansol,713301,2024-01-04,Active,
RET-00598,Maa Radha Bhandar - 18,DIST-009,T-WB-07,General Store,Asansol,713303,2024-01-04,Active,
RET-00599,Nabagram Kirana Bhandar - 33,DIST-011,T-WB-09,Kirana Store,Durgapur,713202,2024-01-04,Active,
RET-00600,Saha Brothers - 06,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2024-01-05,Active,
RET-00601,Chakraborty Provision Store - 04,DIST-004,T-WB-04,General Store,Bardhaman,713104,2024-01-05,Active,
RET-00602,Jai Durga Stores - 07,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2024-01-05,Inactive,2024-09-14
RET-00603,Kundu Brothers - 04,DIST-003,T-WB-03,General Store,Arambagh,712601,2024-01-06,Active,
RET-00604,Maa Ganesh Bhandar - 13,DIST-005,T-WB-04,Kirana Store,Bardhaman,713101,2024-01-06,Active,
RET-00605,Dakhin Kirana Bhandar - 16,DIST-005,T-WB-04,Kirana Store,Bardhaman,713101,2024-01-06,Active,
RET-00606,Maa Durga Bhandar - 12,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2024-01-06,Active,
RET-00607,Maa Radha Bhandar - 12,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2024-01-06,Active,
RET-00608,Jai Radha Stores - 12,DIST-008,T-WB-07,Kirana Store,Asansol,713303,2024-01-06,Active,
RET-00609,Chatterjee & Sons - 07,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2024-01-06,Active,
RET-00610,Mondal & Sons - 07,DIST-011,T-WB-09,Kirana Store,Durgapur,713202,2024-01-06,Active,
RET-00611,Maa Ganesh Bhandar - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2024-01-08,Active,
RET-00612,Maa Lakshmi Bhandar - 07,DIST-004,T-WB-04,Kirana Store,Bardhaman,713104,2024-01-08,Active,
RET-00613,Maa Saraswati Bhandar - 08,DIST-004,T-WB-04,Kirana Store,Bardhaman,713102,2024-01-08,Inactive,2025-07-09
RET-00614,Uttar Kirana Bhandar - 17,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2024-01-08,Active,
RET-00615,Saha General Store - 05,DIST-008,T-WB-07,Kirana Store,Asansol,713301,2024-01-08,Active,
RET-00616,Nabagram Kirana Bhandar - 27,DIST-008,T-WB-07,Kirana Store,Asansol,713303,2024-01-08,Active,
RET-00617,Shree Ganesh Traders - 24,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2024-01-08,Inactive,2025-03-21
RET-00618,Shree Lakshmi Traders - 27,DIST-011,T-WB-09,Kirana Store,Durgapur,713201,2024-01-08,Active,
RET-00619,Jai Lakshmi Stores - 19,DIST-011,T-WB-09,Kirana Store,Durgapur,713201,2024-01-09,Active,
RET-00620,Bose General Store - 07,DIST-011,T-WB-09,Kirana Store,Durgapur,713204,2024-01-09,Active,
RET-00621,Haldar Brothers,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2024-01-10,Active,
RET-00622,Mitra Brothers - 02,DIST-006,T-WB-05,General Store,Katwa,713131,2024-01-10,Active,
RET-00623,Chakraborty Provision Store - 06,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2024-01-10,Active,
RET-00624,Nabagram Kirana Bhandar - 05,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2024-01-11,Active,
RET-00625,Ghosh & Sons - 08,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2024-01-11,Inactive,2026-01-08
RET-00626,Jai Shiva Stores - 18,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2024-01-11,Active,
RET-00627,Dey Brothers,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2024-01-12,Active,
RET-00628,Shree Saraswati Traders - 03,DIST-002,T-WB-02,Kirana Store,Chinsurah,712101,2024-01-12,Active,
RET-00629,Jai Lakshmi Stores - 10,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2024-01-12,Active,
RET-00630,Jai Radha Stores - 13,DIST-008,T-WB-07,Kirana Store,Asansol,713302,2024-01-12,Active,
RET-00631,Haldar Provision Store,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2024-01-13,Inactive,2025-01-13
RET-00632,Mondal & Sons,DIST-002,T-WB-02,Kirana Store,Chinsurah,712101,2024-01-13,Active,
RET-00633,Kundu General Store - 02,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2024-01-13,Active,
RET-00634,Sen Brothers - 05,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2024-01-13,Active,
RET-00635,Maa Radha Bhandar - 15,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2024-01-13,Active,
RET-00636,Shree Kali Traders - 06,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2024-01-13,Active,
RET-00637,Paschim Kirana Bhandar - 27,DIST-008,T-WB-07,Kirana Store,Asansol,713301,2024-01-13,Active,
RET-00638,Shree Radha Traders - 18,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2024-01-13,Active,
RET-00639,Uttar Kirana Bhandar - 16,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2024-01-15,Active,
RET-00640,Dakhin Kirana Bhandar - 23,DIST-009,T-WB-07,Kirana Store,Asansol,713302,2024-01-15,Active,
RET-00641,Dakhin Kirana Bhandar - 09,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2024-01-16,Active,
RET-00642,Shree Shiva Traders - 11,DIST-005,T-WB-04,General Store,Bardhaman,713103,2024-01-16,Active,
RET-00643,Chatterjee & Sons - 03,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2024-01-17,Inactive,2024-10-10
RET-00644,Jai Ganesh Stores - 05,DIST-005,T-WB-04,Kirana Store,Bardhaman,713103,2024-01-17,Inactive,2025-01-30
RET-00645,Das & Sons,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2024-01-17,Active,
RET-00646,Jai Lakshmi Stores - 21,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2024-01-17,Active,
RET-00647,Banerjee Brothers - 10,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2024-01-17,Active,
RET-00648,Mondal Brothers - 02,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2024-01-18,Active,
RET-00649,Majumdar Brothers - 02,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2024-01-18,Active,
RET-00650,Sarkar Brothers - 04,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2024-01-18,Active,
RET-00651,Haldar General Store - 09,DIST-007,T-WB-06,General Store,Uluberia,711315,2024-01-18,Active,
RET-00652,Bose & Sons - 10,DIST-011,T-WB-09,Kirana Store,Durgapur,713201,2024-01-18,Active,
RET-00653,Pal & Sons - 03,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2024-01-19,Active,
RET-00654,Nabagram Kirana Bhandar - 20,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2024-01-20,Active,
RET-00655,Sen Brothers - 07,DIST-010,T-WB-08,General Store,Asansol,713304,2024-01-20,Active,
RET-00656,Chatterjee Brothers - 05,DIST-011,T-WB-09,Kirana Store,Durgapur,713204,2024-01-20,Active,
RET-00657,Ghosh & Sons - 10,DIST-011,T-WB-09,Kirana Store,Durgapur,713202,2024-01-20,Active,
RET-00658,Shree Lakshmi Traders - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2024-01-22,Active,
RET-00659,Sarkar General Store - 08,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2024-01-22,Active,
RET-00660,Maa Radha Bhandar - 14,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2024-01-22,Active,
RET-00661,Chatterjee General Store - 09,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2024-01-22,Active,
RET-00662,Bose Brothers - 04,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2024-01-22,Active,
RET-00663,Purba Kirana Bhandar,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2024-01-23,Inactive,2026-03-16
RET-00664,Mukherjee General Store - 06,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2024-01-23,Active,
RET-00665,Maa Vishnu Bhandar - 13,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2024-01-23,Active,
RET-00666,Jai Durga Stores - 12,DIST-009,T-WB-07,Kirana Store,Asansol,713301,2024-01-23,Active,
RET-00667,Sarkar & Sons - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2024-01-24,Active,
RET-00668,Banerjee General Store - 02,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2024-01-24,Active,
RET-00669,Shree Lakshmi Traders - 24,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2024-01-24,Active,
RET-00670,Nabagram Kirana Bhandar - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2024-01-25,Active,
RET-00671,Roy Provision Store - 03,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2024-01-25,Active,
RET-00672,Mitra Provision Store,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2024-01-25,Active,
RET-00673,Mukherjee & Sons - 07,DIST-011,T-WB-09,Kirana Store,Durgapur,713202,2024-01-25,Active,
RET-00674,Roy Provision Store,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2024-01-26,Active,
RET-00675,Mondal General Store - 02,DIST-002,T-WB-02,General Store,Chinsurah,712101,2024-01-27,Active,
RET-00676,Mitra General Store - 03,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2024-01-27,Active,
RET-00677,Jai Shiva Stores - 07,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2024-01-27,Active,
RET-00678,Jai Saraswati Stores - 07,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2024-01-27,Active,
RET-00679,Banerjee & Sons - 03,DIST-008,T-WB-07,Kirana Store,Asansol,713301,2024-01-27,Active,
RET-00680,Jai Kali Stores - 23,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2024-01-27,Active,
RET-00681,Maa Vishnu Bhandar - 07,DIST-005,T-WB-04,Kirana Store,Bardhaman,713102,2024-01-29,Active,
RET-00682,Purba Kirana Bhandar - 15,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2024-01-29,Active,
RET-00683,Purba Kirana Bhandar - 05,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2024-01-30,Active,
RET-00684,Maa Vishnu Bhandar - 08,DIST-005,T-WB-04,General Store,Bardhaman,713101,2024-01-30,Active,
RET-00685,Dakhin Kirana Bhandar - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2024-01-31,Active,
RET-00686,Dey General Store - 02,DIST-003,T-WB-03,General Store,Arambagh,712601,2024-01-31,Active,
RET-00687,Dey Brothers - 05,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2024-01-31,Active,
RET-00688,Jai Kali Stores - 22,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2024-01-31,Active,
RET-00689,Biswas General Store - 05,DIST-011,T-WB-09,Kirana Store,Durgapur,713204,2024-02-01,Active,
RET-00690,Jai Lakshmi Stores - 06,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2024-02-02,Active,
RET-00691,Dakhin Kirana Bhandar - 14,DIST-003,T-WB-03,General Store,Arambagh,712601,2024-02-02,Active,
RET-00692,Shree Durga Traders - 03,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2024-02-03,Active,
RET-00693,Maa Vishnu Bhandar - 04,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2024-02-03,Active,
RET-00694,Kundu Brothers,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2024-02-03,Active,
RET-00695,Dakhin Kirana Bhandar - 07,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2024-02-03,Active,
RET-00696,Maa Durga Bhandar - 04,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2024-02-03,Active,
RET-00697,Shree Saraswati Traders - 06,DIST-005,T-WB-04,Kirana Store,Bardhaman,713103,2024-02-03,Active,
RET-00698,Jai Durga Stores - 04,DIST-005,T-WB-04,Kirana Store,Bardhaman,713101,2024-02-03,Active,
RET-00699,Roy Provision Store - 10,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2024-02-03,Active,
RET-00700,Banerjee Brothers - 09,DIST-010,T-WB-08,General Store,Asansol,713305,2024-02-03,Active,
RET-00701,Jai Ganesh Stores - 17,DIST-011,T-WB-09,Kirana Store,Durgapur,713204,2024-02-03,Active,
RET-00702,Chatterjee General Store,DIST-001,T-WB-01,General Store,Serampore,712203,2024-02-05,Active,
RET-00703,Maa Saraswati Bhandar - 02,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2024-02-05,Active,
RET-00704,Pal General Store - 03,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2024-02-05,Active,
RET-00705,Shree Kali Traders - 07,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2024-02-05,Active,
RET-00706,Maa Vishnu Bhandar - 22,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2024-02-05,Active,
RET-00707,Roy Provision Store - 14,DIST-011,T-WB-09,Kirana Store,Durgapur,713202,2024-02-05,Active,
RET-00708,Paschim Kirana Bhandar - 08,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2024-02-06,Active,
RET-00709,Chatterjee & Sons,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2024-02-06,Active,
RET-00710,Paul & Sons - 05,DIST-005,T-WB-04,Kirana Store,Bardhaman,713104,2024-02-06,Active,
RET-00711,Maa Vishnu Bhandar - 20,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2024-02-06,Active,
RET-00712,Das Brothers - 02,DIST-003,T-WB-03,General Store,Arambagh,712601,2024-02-07,Active,
RET-00713,Majumdar General Store,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2024-02-07,Active,
RET-00714,Nandi Provision Store - 03,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2024-02-07,Active,
RET-00715,Maa Lakshmi Bhandar - 23,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2024-02-07,Active,
RET-00716,Jai Radha Stores - 22,DIST-011,T-WB-09,Kirana Store,Durgapur,713201,2024-02-07,Active,
