primary_sale_id,invoice_id,invoice_date,grn_date,distributor_id,sku_id,dispatched_qty,received_qty,invoice_value_inr
PRI-102949,INV-00207,2024-05-13,2024-05-15,DIST-002,OIL-MUS-0500M,48,47,3600
PRI-102950,INV-00207,2024-05-13,2024-05-15,DIST-002,OIL-MUS-1000M,108,107,14904
PRI-102951,INV-00207,2024-05-13,2024-05-15,DIST-002,OIL-MUS-5000M,40,39,22920
PRI-102952,INV-00207,2024-05-13,2024-05-15,DIST-002,SPC-COR-0100G,24,23,624
PRI-102953,INV-00207,2024-05-13,2024-05-15,DIST-002,SPC-COR-0200G,24,23,1104
PRI-102954,INV-00207,2024-05-13,2024-05-15,DIST-002,SPC-KKM-0050G,24,23,720
PRI-102955,INV-00207,2024-05-13,2024-05-15,DIST-002,SPC-KKM-0100G,24,23,1368
PRI-102956,INV-00207,2024-05-13,2024-05-15,DIST-002,SPC-PNP-0050G,24,23,456
PRI-102957,INV-00207,2024-05-13,2024-05-15,DIST-002,SPC-PNP-0100G,24,23,840
PRI-102958,INV-00207,2024-05-13,2024-05-15,DIST-002,SPC-PPF-0050G,24,23,456
PRI-102959,INV-00207,2024-05-13,2024-05-15,DIST-002,SPC-RCP-0100G,48,47,1392
PRI-102960,INV-00207,2024-05-13,2024-05-15,DIST-002,SPC-RCP-0200G,72,71,3888
PRI-102961,INV-00207,2024-05-13,2024-05-15,DIST-002,SPC-TUR-0100G,48,47,1248
PRI-102962,INV-00207,2024-05-13,2024-05-15,DIST-002,SPC-TUR-0200G,72,71,3528
PRI-102963,INV-00207,2024-05-13,2024-05-15,DIST-002,SWT-JGB-0500G,24,23,1224
PRI-102964,INV-00207,2024-05-13,2024-05-15,DIST-002,SWT-JGP-0500G,24,23,1368
PRI-102965,INV-00214,2024-05-13,2024-05-15,DIST-008,FLR-BSN-0500G,36,35,1836
PRI-102966,INV-00214,2024-05-13,2024-05-15,DIST-008,FLR-BSN-1000G,12,11,1176
PRI-102967,INV-00214,2024-05-13,2024-05-15,DIST-008,OIL-MUS-0500M,48,47,3600
PRI-102968,INV-00214,2024-05-13,2024-05-15,DIST-008,OIL-MUS-1000M,108,107,14904
PRI-102969,INV-00214,2024-05-13,2024-05-15,DIST-008,OIL-MUS-5000M,40,39,22920
PRI-102970,INV-00214,2024-05-13,2024-05-15,DIST-008,SPC-COR-0100G,24,23,624
PRI-102971,INV-00214,2024-05-13,2024-05-15,DIST-008,SPC-COR-0200G,24,23,1104
PRI-102972,INV-00214,2024-05-13,2024-05-15,DIST-008,SPC-KKM-0050G,24,23,720
PRI-102973,INV-00214,2024-05-13,2024-05-15,DIST-008,SPC-KKM-0100G,24,23,1368
PRI-102974,INV-00214,2024-05-13,2024-05-15,DIST-008,SPC-PNP-0050G,24,23,456
PRI-102975,INV-00214,2024-05-13,2024-05-15,DIST-008,SPC-PNP-0100G,24,23,840
PRI-102976,INV-00214,2024-05-13,2024-05-15,DIST-008,SPC-PPF-0050G,24,23,456
PRI-102977,INV-00214,2024-05-13,2024-05-15,DIST-008,SPC-RCP-0100G,48,47,1392
PRI-102978,INV-00214,2024-05-13,2024-05-15,DIST-008,SPC-RCP-0200G,72,71,3888
PRI-102979,INV-00214,2024-05-13,2024-05-15,DIST-008,SPC-TUR-0100G,48,47,1248
PRI-102980,INV-00214,2024-05-13,2024-05-15,DIST-008,SPC-TUR-0200G,72,71,3528
PRI-102981,INV-00214,2024-05-13,2024-05-15,DIST-008,SWT-JGB-0500G,24,23,1224
PRI-102982,INV-00214,2024-05-13,2024-05-15,DIST-008,SWT-JGP-0500G,24,23,1368
PRI-102983,INV-00227,2024-05-14,2024-05-15,DIST-017,FLR-BSN-0500G,24,23,1224
PRI-102984,INV-00227,2024-05-14,2024-05-15,DIST-017,FLR-BSN-1000G,12,11,1176
PRI-102985,INV-00227,2024-05-14,2024-05-15,DIST-017,OIL-MUS-0500M,48,47,3600
PRI-102986,INV-00227,2024-05-14,2024-05-15,DIST-017,OIL-MUS-1000M,96,95,13248
PRI-102987,INV-00227,2024-05-14,2024-05-15,DIST-017,OIL-MUS-5000M,36,35,20628
PRI-102988,INV-00227,2024-05-14,2024-05-15,DIST-017,SPC-COR-0100G,24,23,624
PRI-102989,INV-00227,2024-05-14,2024-05-15,DIST-017,SPC-COR-0200G,24,23,1104
PRI-102990,INV-00227,2024-05-14,2024-05-15,DIST-017,SPC-KKM-0050G,24,23,720
PRI-102991,INV-00227,2024-05-14,2024-05-15,DIST-017,SPC-KKM-0100G,24,23,1368
PRI-102992,INV-00227,2024-05-14,2024-05-15,DIST-017,SPC-PNP-0050G,24,23,456
PRI-102993,INV-00227,2024-05-14,2024-05-15,DIST-017,SPC-PNP-0100G,24,23,840
PRI-102994,INV-00227,2024-05-14,2024-05-15,DIST-017,SPC-PPF-0050G,24,23,456
PRI-102995,INV-00227,2024-05-14,2024-05-15,DIST-017,SPC-RCP-0100G,24,23,696
PRI-102996,INV-00227,2024-05-14,2024-05-15,DIST-017,SPC-RCP-0200G,48,47,2592
PRI-102997,INV-00227,2024-05-14,2024-05-15,DIST-017,SPC-TUR-0100G,24,23,624
PRI-102998,INV-00227,2024-05-14,2024-05-15,DIST-017,SPC-TUR-0200G,48,47,2352
PRI-102999,INV-00227,2024-05-14,2024-05-15,DIST-017,SWT-JGB-0500G,24,23,1224
PRI-103000,INV-00227,2024-05-14,2024-05-15,DIST-017,SWT-JGP-0500G,12,11,684
PRI-103001,INV-00228,2024-05-16,2024-05-18,DIST-018,FLR-BSN-0500G,24,23,1224
PRI-103002,INV-00228,2024-05-16,2024-05-18,DIST-018,FLR-BSN-1000G,12,11,1176
PRI-103003,INV-00228,2024-05-16,2024-05-18,DIST-018,OIL-MUS-0500M,48,47,3600
PRI-103004,INV-00228,2024-05-16,2024-05-18,DIST-018,OIL-MUS-1000M,96,95,13248
PRI-103005,INV-00228,2024-05-16,2024-05-18,DIST-018,OIL-MUS-5000M,36,35,20628
PRI-103006,INV-00228,2024-05-16,2024-05-18,DIST-018,SPC-COR-0100G,24,23,624
PRI-103007,INV-00228,2024-05-16,2024-05-18,DIST-018,SPC-COR-0200G,24,23,1104
PRI-103008,INV-00228,2024-05-16,2024-05-18,DIST-018,SPC-KKM-0050G,24,23,720
PRI-103009,INV-00228,2024-05-16,2024-05-18,DIST-018,SPC-KKM-0100G,24,23,1368
PRI-103010,INV-00228,2024-05-16,2024-05-18,DIST-018,SPC-PNP-0050G,24,23,456
PRI-103011,INV-00228,2024-05-16,2024-05-18,DIST-018,SPC-PNP-0100G,24,23,840
PRI-103012,INV-00228,2024-05-16,2024-05-18,DIST-018,SPC-PPF-0050G,24,23,456
PRI-103013,INV-00228,2024-05-16,2024-05-18,DIST-018,SPC-RCP-0100G,24,23,696
PRI-103014,INV-00228,2024-05-16,2024-05-18,DIST-018,SPC-RCP-0200G,48,47,2592
PRI-103015,INV-00228,2024-05-16,2024-05-18,DIST-018,SPC-TUR-0100G,24,23,624
PRI-103016,INV-00228,2024-05-16,2024-05-18,DIST-018,SPC-TUR-0200G,48,47,2352
PRI-103017,INV-00228,2024-05-16,2024-05-18,DIST-018,SWT-JGB-0500G,24,23,1224
PRI-103018,INV-00228,2024-05-16,2024-05-18,DIST-018,SWT-JGP-0500G,12,11,684
PRI-103019,INV-00204,2024-05-17,2024-05-20,DIST-001,FLR-BSN-0500G,36,35,1836
PRI-103020,INV-00204,2024-05-17,2024-05-20,DIST-001,FLR-BSN-1000G,12,11,1176
PRI-103021,INV-00204,2024-05-17,2024-05-20,DIST-001,OIL-MUS-0500M,48,47,3600
PRI-103022,INV-00204,2024-05-17,2024-05-20,DIST-001,OIL-MUS-1000M,108,107,14904
PRI-103023,INV-00204,2024-05-17,2024-05-20,DIST-001,OIL-MUS-5000M,40,39,22920
PRI-103024,INV-00204,2024-05-17,2024-05-20,DIST-001,SPC-COR-0100G,24,23,624
PRI-103025,INV-00204,2024-05-17,2024-05-20,DIST-001,SPC-COR-0200G,24,23,1104
PRI-103026,INV-00204,2024-05-17,2024-05-20,DIST-001,SPC-KKM-0050G,24,23,720
PRI-103027,INV-00204,2024-05-17,2024-05-20,DIST-001,SPC-KKM-0100G,24,23,1368
PRI-103028,INV-00204,2024-05-17,2024-05-20,DIST-001,SPC-PNP-0050G,24,23,456
PRI-103029,INV-00204,2024-05-17,2024-05-20,DIST-001,SPC-PNP-0100G,24,23,840
PRI-103030,INV-00204,2024-05-17,2024-05-20,DIST-001,SPC-PPF-0050G,24,23,456
PRI-103031,INV-00204,2024-05-17,2024-05-20,DIST-001,SPC-RCP-0100G,48,47,1392
PRI-103032,INV-00204,2024-05-17,2024-05-20,DIST-001,SPC-RCP-0200G,72,71,3888
PRI-103033,INV-00204,2024-05-17,2024-05-20,DIST-001,SPC-TUR-0100G,48,47,1248
PRI-103034,INV-00204,2024-05-17,2024-05-20,DIST-001,SPC-TUR-0200G,72,71,3528
PRI-103035,INV-00204,2024-05-17,2024-05-20,DIST-001,SWT-JGB-0500G,24,23,1224
PRI-103036,INV-00204,2024-05-17,2024-05-20,DIST-001,SWT-JGP-0500G,24,23,1368
PRI-103037,INV-00210,2024-05-20,2024-05-22,DIST-004,FLR-BSN-0500G,36,35,1836
PRI-103038,INV-00210,2024-05-20,2024-05-22,DIST-004,FLR-BSN-1000G,12,11,1176
PRI-103039,INV-00210,2024-05-20,2024-05-22,DIST-004,OIL-MUS-0500M,48,47,3600
PRI-103040,INV-00210,2024-05-20,2024-05-22,DIST-004,OIL-MUS-1000M,108,107,14904
PRI-103041,INV-00210,2024-05-20,2024-05-22,DIST-004,OIL-MUS-5000M,40,39,22920
PRI-103042,INV-00210,2024-05-20,2024-05-22,DIST-004,SPC-COR-0100G,24,23,624
PRI-103043,INV-00210,2024-05-20,2024-05-22,DIST-004,SPC-COR-0200G,24,23,1104
PRI-103044,INV-00210,2024-05-20,2024-05-22,DIST-004,SPC-KKM-0050G,24,23,720
PRI-103045,INV-00210,2024-05-20,2024-05-22,DIST-004,SPC-KKM-0100G,24,23,1368
PRI-103046,INV-00210,2024-05-20,2024-05-22,DIST-004,SPC-PNP-0050G,24,23,456
PRI-103047,INV-00210,2024-05-20,2024-05-22,DIST-004,SPC-PNP-0100G,24,23,840
PRI-103048,INV-00210,2024-05-20,2024-05-22,DIST-004,SPC-PPF-0050G,24,23,456
PRI-103049,INV-00210,2024-05-20,2024-05-22,DIST-004,SPC-RCP-0100G,48,47,1392
PRI-103050,INV-00210,2024-05-20,2024-05-22,DIST-004,SPC-RCP-0200G,72,71,3888
PRI-103051,INV-00210,2024-05-20,2024-05-22,DIST-004,SPC-TUR-0100G,48,47,1248
PRI-103052,INV-00210,2024-05-20,2024-05-22,DIST-004,SPC-TUR-0200G,72,71,3528
PRI-103053,INV-00210,2024-05-20,2024-05-22,DIST-004,SWT-JGB-0500G,24,23,1224
PRI-103054,INV-00210,2024-05-20,2024-05-22,DIST-004,SWT-JGP-0500G,24,23,1368
PRI-103055,INV-00221,2024-05-20,2024-05-23,DIST-011,FLR-BSN-0500G,36,35,1836
PRI-103056,INV-00221,2024-05-20,2024-05-23,DIST-011,FLR-BSN-1000G,12,11,1176
PRI-103057,INV-00221,2024-05-20,2024-05-23,DIST-011,OIL-MUS-0500M,48,47,3600
PRI-103058,INV-00221,2024-05-20,2024-05-23,DIST-011,OIL-MUS-1000M,108,107,14904
PRI-103059,INV-00221,2024-05-20,2024-05-23,DIST-011,OIL-MUS-5000M,40,39,22920
PRI-103060,INV-00221,2024-05-20,2024-05-23,DIST-011,SPC-COR-0100G,24,23,624
PRI-103061,INV-00221,2024-05-20,2024-05-23,DIST-011,SPC-COR-0200G,24,23,1104
PRI-103062,INV-00221,2024-05-20,2024-05-23,DIST-011,SPC-KKM-0050G,24,23,720
PRI-103063,INV-00221,2024-05-20,2024-05-23,DIST-011,SPC-KKM-0100G,24,23,1368
PRI-103064,INV-00221,2024-05-20,2024-05-23,DIST-011,SPC-PNP-0050G,24,23,456
PRI-103065,INV-00221,2024-05-20,2024-05-23,DIST-011,SPC-PNP-0100G,24,23,840
PRI-103066,INV-00221,2024-05-20,2024-05-23,DIST-011,SPC-PPF-0050G,24,23,456
PRI-103067,INV-00221,2024-05-20,2024-05-23,DIST-011,SPC-RCP-0100G,48,47,1392
PRI-103068,INV-00221,2024-05-20,2024-05-23,DIST-011,SPC-RCP-0200G,72,71,3888
PRI-103069,INV-00221,2024-05-20,2024-05-23,DIST-011,SPC-TUR-0100G,48,47,1248
PRI-103070,INV-00221,2024-05-20,2024-05-23,DIST-011,SPC-TUR-0200G,72,71,3528
PRI-103071,INV-00221,2024-05-20,2024-05-23,DIST-011,SWT-JGB-0500G,24,23,1224
PRI-103072,INV-00221,2024-05-20,2024-05-23,DIST-011,SWT-JGP-0500G,24,23,1368
PRI-103073,INV-00232,2024-05-20,2024-05-23,DIST-022,FLR-BSN-0500G,24,23,1224
PRI-103074,INV-00232,2024-05-20,2024-05-23,DIST-022,FLR-BSN-1000G,12,11,1176
PRI-103075,INV-00232,2024-05-20,2024-05-23,DIST-022,OIL-MUS-0500M,48,47,3600
PRI-103076,INV-00232,2024-05-20,2024-05-23,DIST-022,OIL-MUS-1000M,96,95,13248
PRI-103077,INV-00232,2024-05-20,2024-05-23,DIST-022,OIL-MUS-5000M,36,35,20628
PRI-103078,INV-00232,2024-05-20,2024-05-23,DIST-022,SPC-COR-0100G,24,23,624
PRI-103079,INV-00232,2024-05-20,2024-05-23,DIST-022,SPC-COR-0200G,24,23,1104
PRI-103080,INV-00232,2024-05-20,2024-05-23,DIST-022,SPC-KKM-0050G,24,23,720
PRI-103081,INV-00232,2024-05-20,2024-05-23,DIST-022,SPC-KKM-0100G,24,23,1368
PRI-103082,INV-00232,2024-05-20,2024-05-23,DIST-022,SPC-PNP-0050G,24,23,456
PRI-103083,INV-00232,2024-05-20,2024-05-23,DIST-022,SPC-PNP-0100G,24,23,840
PRI-103084,INV-00232,2024-05-20,2024-05-23,DIST-022,SPC-PPF-0050G,24,23,456
PRI-103085,INV-00232,2024-05-20,2024-05-23,DIST-022,SPC-RCP-0100G,24,23,696
PRI-103086,INV-00232,2024-05-20,2024-05-23,DIST-022,SPC-RCP-0200G,48,47,2592
PRI-103087,INV-00232,2024-05-20,2024-05-23,DIST-022,SPC-TUR-0100G,24,23,624
PRI-103088,INV-00232,2024-05-20,2024-05-23,DIST-022,SPC-TUR-0200G,48,47,2352
PRI-103089,INV-00232,2024-05-20,2024-05-23,DIST-022,SWT-JGB-0500G,24,23,1224
PRI-103090,INV-00232,2024-05-20,2024-05-23,DIST-022,SWT-JGP-0500G,12,11,684
PRI-103091,INV-00205,2024-05-21,2024-05-24,DIST-001,FLR-BSN-0500G,36,35,1836
PRI-103092,INV-00205,2024-05-21,2024-05-24,DIST-001,FLR-BSN-1000G,12,11,1176
PRI-103093,INV-00205,2024-05-21,2024-05-24,DIST-001,OIL-MUS-0500M,48,47,3600
PRI-103094,INV-00205,2024-05-21,2024-05-24,DIST-001,OIL-MUS-1000M,108,107,14904
PRI-103095,INV-00205,2024-05-21,2024-05-24,DIST-001,OIL-MUS-5000M,40,39,22920
PRI-103096,INV-00205,2024-05-21,2024-05-24,DIST-001,SPC-COR-0100G,24,23,624
PRI-103097,INV-00205,2024-05-21,2024-05-24,DIST-001,SPC-COR-0200G,24,23,1104
PRI-103098,INV-00205,2024-05-21,2024-05-24,DIST-001,SPC-KKM-0050G,24,23,720
PRI-103099,INV-00205,2024-05-21,2024-05-24,DIST-001,SPC-KKM-0100G,24,23,1368
PRI-103100,INV-00205,2024-05-21,2024-05-24,DIST-001,SPC-PNP-0050G,24,23,456
PRI-103101,INV-00205,2024-05-21,2024-05-24,DIST-001,SPC-PNP-0100G,24,23,840
PRI-103102,INV-00205,2024-05-21,2024-05-24,DIST-001,SPC-PPF-0050G,24,23,456
PRI-103103,INV-00205,2024-05-21,2024-05-24,DIST-001,SPC-RCP-0100G,48,47,1392
PRI-103104,INV-00205,2024-05-21,2024-05-24,DIST-001,SPC-RCP-0200G,72,71,3888
PRI-103105,INV-00205,2024-05-21,2024-05-24,DIST-001,SPC-TUR-0100G,48,47,1248
PRI-103106,INV-00205,2024-05-21,2024-05-24,DIST-001,SPC-TUR-0200G,72,71,3528
PRI-103107,INV-00205,2024-05-21,2024-05-24,DIST-001,SWT-JGB-0500G,24,23,1224
PRI-103108,INV-00205,2024-05-21,2024-05-24,DIST-001,SWT-JGP-0500G,24,23,1368
PRI-103109,INV-00217,2024-05-21,2024-05-24,DIST-009,FLR-BSN-0500G,36,35,1836
PRI-103110,INV-00217,2024-05-21,2024-05-24,DIST-009,FLR-BSN-1000G,12,11,1176
PRI-103111,INV-00217,2024-05-21,2024-05-24,DIST-009,OIL-MUS-0500M,48,47,3600
PRI-103112,INV-00217,2024-05-21,2024-05-24,DIST-009,OIL-MUS-1000M,108,107,14904
PRI-103113,INV-00217,2024-05-21,2024-05-24,DIST-009,OIL-MUS-5000M,40,39,22920
PRI-103114,INV-00217,2024-05-21,2024-05-24,DIST-009,SPC-COR-0100G,24,23,624
PRI-103115,INV-00217,2024-05-21,2024-05-24,DIST-009,SPC-COR-0200G,24,23,1104
PRI-103116,INV-00217,2024-05-21,2024-05-24,DIST-009,SPC-KKM-0050G,24,23,720
PRI-103117,INV-00217,2024-05-21,2024-05-24,DIST-009,SPC-KKM-0100G,24,23,1368
PRI-103118,INV-00217,2024-05-21,2024-05-24,DIST-009,SPC-PNP-0050G,24,23,456
PRI-103119,INV-00217,2024-05-21,2024-05-24,DIST-009,SPC-PNP-0100G,24,23,840
PRI-103120,INV-00217,2024-05-21,2024-05-24,DIST-009,SPC-PPF-0050G,24,23,456
PRI-103121,INV-00217,2024-05-21,2024-05-24,DIST-009,SPC-RCP-0100G,48,47,1392
PRI-103122,INV-00217,2024-05-21,2024-05-24,DIST-009,SPC-RCP-0200G,72,71,3888
PRI-103123,INV-00217,2024-05-21,2024-05-24,DIST-009,SPC-TUR-0100G,48,47,1248
PRI-103124,INV-00217,2024-05-21,2024-05-24,DIST-009,SPC-TUR-0200G,72,71,3528
PRI-103125,INV-00217,2024-05-21,2024-05-24,DIST-009,SWT-JGB-0500G,24,23,1224
PRI-103126,INV-00217,2024-05-21,2024-05-24,DIST-009,SWT-JGP-0500G,24,23,1368
PRI-103127,INV-00229,2024-05-21,2024-05-23,DIST-019,FLR-BSN-0500G,24,23,1224
PRI-103128,INV-00229,2024-05-21,2024-05-23,DIST-019,FLR-BSN-1000G,12,11,1176
PRI-103129,INV-00229,2024-05-21,2024-05-23,DIST-019,OIL-MUS-0500M,48,47,3600
PRI-103130,INV-00229,2024-05-21,2024-05-23,DIST-019,OIL-MUS-1000M,96,95,13248
PRI-103131,INV-00229,2024-05-21,2024-05-23,DIST-019,OIL-MUS-5000M,36,35,20628
PRI-103132,INV-00229,2024-05-21,2024-05-23,DIST-019,SPC-COR-0100G,24,23,624
PRI-103133,INV-00229,2024-05-21,2024-05-23,DIST-019,SPC-COR-0200G,24,23,1104
PRI-103134,INV-00229,2024-05-21,2024-05-23,DIST-019,SPC-KKM-0050G,24,23,720
PRI-103135,INV-00229,2024-05-21,2024-05-23,DIST-019,SPC-KKM-0100G,24,23,1368
PRI-103136,INV-00229,2024-05-21,2024-05-23,DIST-019,SPC-PNP-0050G,24,23,456
PRI-103137,INV-00229,2024-05-21,2024-05-23,DIST-019,SPC-PNP-0100G,24,23,840
PRI-103138,INV-00229,2024-05-21,2024-05-23,DIST-019,SPC-PPF-0050G,24,23,456
PRI-103139,INV-00229,2024-05-21,2024-05-23,DIST-019,SPC-RCP-0100G,24,23,696
PRI-103140,INV-00229,2024-05-21,2024-05-23,DIST-019,SPC-RCP-0200G,48,47,2592
PRI-103141,INV-00229,2024-05-21,2024-05-23,DIST-019,SPC-TUR-0100G,24,23,624
PRI-103142,INV-00229,2024-05-21,2024-05-23,DIST-019,SPC-TUR-0200G,48,47,2352
PRI-103143,INV-00229,2024-05-21,2024-05-23,DIST-019,SWT-JGB-0500G,24,23,1224
PRI-103144,INV-00229,2024-05-21,2024-05-23,DIST-019,SWT-JGP-0500G,12,11,684
PRI-103145,INV-00230,2024-05-21,2024-05-27,DIST-020,FLR-BSN-0500G,24,23,1224
PRI-103146,INV-00230,2024-05-21,2024-05-27,DIST-020,FLR-BSN-1000G,12,11,1176
PRI-103147,INV-00230,2024-05-21,2024-05-27,DIST-020,OIL-MUS-0500M,48,47,3600
PRI-103148,INV-00230,2024-05-21,2024-05-27,DIST-020,OIL-MUS-1000M,96,95,13248
PRI-103149,INV-00230,2024-05-21,2024-05-27,DIST-020,OIL-MUS-5000M,36,35,20628
PRI-103150,INV-00230,2024-05-21,2024-05-27,DIST-020,SPC-COR-0100G,24,23,624
PRI-103151,INV-00230,2024-05-21,2024-05-27,DIST-020,SPC-COR-0200G,24,23,1104
PRI-103152,INV-00230,2024-05-21,2024-05-27,DIST-020,SPC-KKM-0050G,24,23,720
PRI-103153,INV-00230,2024-05-21,2024-05-27,DIST-020,SPC-KKM-0100G,24,23,1368
PRI-103154,INV-00230,2024-05-21,2024-05-27,DIST-020,SPC-PNP-0050G,24,23,456
PRI-103155,INV-00230,2024-05-21,2024-05-27,DIST-020,SPC-PNP-0100G,24,23,840
PRI-103156,INV-00230,2024-05-21,2024-05-27,DIST-020,SPC-PPF-0050G,24,23,456
PRI-103157,INV-00230,2024-05-21,2024-05-27,DIST-020,SPC-RCP-0100G,24,23,696
PRI-103158,INV-00230,2024-05-21,2024-05-27,DIST-020,SPC-RCP-0200G,48,47,2592
PRI-103159,INV-00230,2024-05-21,2024-05-27,DIST-020,SPC-TUR-0100G,24,23,624
PRI-103160,INV-00230,2024-05-21,2024-05-27,DIST-020,SPC-TUR-0200G,48,47,2352
PRI-103161,INV-00230,2024-05-21,2024-05-27,DIST-020,SWT-JGB-0500G,24,23,1224
PRI-103162,INV-00230,2024-05-21,2024-05-27,DIST-020,SWT-JGP-0500G,12,11,684
PRI-103163,INV-00212,2024-05-23,2024-05-25,DIST-006,FLR-BSN-0500G,24,23,1224
PRI-103164,INV-00212,2024-05-23,2024-05-25,DIST-006,FLR-BSN-1000G,12,11,1176
PRI-103165,INV-00212,2024-05-23,2024-05-25,DIST-006,OIL-MUS-0500M,48,47,3600
PRI-103166,INV-00212,2024-05-23,2024-05-25,DIST-006,OIL-MUS-1000M,96,95,13248
PRI-103167,INV-00212,2024-05-23,2024-05-25,DIST-006,OIL-MUS-5000M,36,35,20628
PRI-103168,INV-00212,2024-05-23,2024-05-25,DIST-006,SPC-COR-0100G,24,23,624
PRI-103169,INV-00212,2024-05-23,2024-05-25,DIST-006,SPC-COR-0200G,24,23,1104
PRI-103170,INV-00212,2024-05-23,2024-05-25,DIST-006,SPC-KKM-0050G,24,23,720
PRI-103171,INV-00212,2024-05-23,2024-05-25,DIST-006,SPC-KKM-0100G,24,23,1368
PRI-103172,INV-00212,2024-05-23,2024-05-25,DIST-006,SPC-PNP-0050G,24,23,456
PRI-103173,INV-00212,2024-05-23,2024-05-25,DIST-006,SPC-PNP-0100G,24,23,840
PRI-103174,INV-00212,2024-05-23,2024-05-25,DIST-006,SPC-PPF-0050G,24,23,456
PRI-103175,INV-00212,2024-05-23,2024-05-25,DIST-006,SPC-RCP-0100G,24,23,696
PRI-103176,INV-00212,2024-05-23,2024-05-25,DIST-006,SPC-RCP-0200G,48,47,2592
PRI-103177,INV-00212,2024-05-23,2024-05-25,DIST-006,SPC-TUR-0100G,24,23,624
PRI-103178,INV-00212,2024-05-23,2024-05-25,DIST-006,SPC-TUR-0200G,48,47,2352
PRI-103179,INV-00212,2024-05-23,2024-05-25,DIST-006,SWT-JGB-0500G,24,23,1224
PRI-103180,INV-00212,2024-05-23,2024-05-25,DIST-006,SWT-JGP-0500G,12,11,684
PRI-103181,INV-00215,2024-05-24,2024-05-27,DIST-008,FLR-BSN-0500G,36,35,1836
PRI-103182,INV-00215,2024-05-24,2024-05-27,DIST-008,FLR-BSN-1000G,12,11,1176
PRI-103183,INV-00215,2024-05-24,2024-05-27,DIST-008,OIL-MUS-0500M,48,47,3600
PRI-103184,INV-00215,2024-05-24,2024-05-27,DIST-008,OIL-MUS-1000M,108,107,14904
PRI-103185,INV-00215,2024-05-24,2024-05-27,DIST-008,OIL-MUS-5000M,40,39,22920
PRI-103186,INV-00215,2024-05-24,2024-05-27,DIST-008,SPC-COR-0100G,24,23,624
PRI-103187,INV-00215,2024-05-24,2024-05-27,DIST-008,SPC-COR-0200G,24,23,1104
PRI-103188,INV-00215,2024-05-24,2024-05-27,DIST-008,SPC-KKM-0050G,24,23,720
PRI-103189,INV-00215,2024-05-24,2024-05-27,DIST-008,SPC-KKM-0100G,24,23,1368
PRI-103190,INV-00215,2024-05-24,2024-05-27,DIST-008,SPC-PNP-0050G,24,23,456
PRI-103191,INV-00215,2024-05-24,2024-05-27,DIST-008,SPC-PNP-0100G,24,23,840
PRI-103192,INV-00215,2024-05-24,2024-05-27,DIST-008,SPC-PPF-0050G,24,23,456
PRI-103193,INV-00215,2024-05-24,2024-05-27,DIST-008,SPC-RCP-0100G,48,47,1392
PRI-103194,INV-00215,2024-05-24,2024-05-27,DIST-008,SPC-RCP-0200G,72,71,3888
PRI-103195,INV-00215,2024-05-24,2024-05-27,DIST-008,SPC-TUR-0100G,48,47,1248
PRI-103196,INV-00215,2024-05-24,2024-05-27,DIST-008,SPC-TUR-0200G,72,71,3528
PRI-103197,INV-00215,2024-05-24,2024-05-27,DIST-008,SWT-JGB-0500G,24,23,1224
PRI-103198,INV-00215,2024-05-24,2024-05-27,DIST-008,SWT-JGP-0500G,24,23,1368
PRI-103199,INV-00225,2024-05-24,2024-05-27,DIST-015,FLR-BSN-0500G,24,23,1224
PRI-103200,INV-00225,2024-05-24,2024-05-27,DIST-015,FLR-BSN-1000G,12,11,1176
PRI-103201,INV-00225,2024-05-24,2024-05-27,DIST-015,OIL-MUS-0500M,48,47,3600
PRI-103202,INV-00225,2024-05-24,2024-05-27,DIST-015,OIL-MUS-1000M,96,95,13248
PRI-103203,INV-00225,2024-05-24,2024-05-27,DIST-015,OIL-MUS-5000M,36,35,20628
PRI-103204,INV-00225,2024-05-24,2024-05-27,DIST-015,SPC-COR-0100G,24,23,624
PRI-103205,INV-00225,2024-05-24,2024-05-27,DIST-015,SPC-COR-0200G,24,23,1104
PRI-103206,INV-00225,2024-05-24,2024-05-27,DIST-015,SPC-KKM-0050G,24,23,720
PRI-103207,INV-00225,2024-05-24,2024-05-27,DIST-015,SPC-KKM-0100G,24,23,1368
PRI-103208,INV-00225,2024-05-24,2024-05-27,DIST-015,SPC-PNP-0050G,24,23,456
PRI-103209,INV-00225,2024-05-24,2024-05-27,DIST-015,SPC-PNP-0100G,24,23,840
PRI-103210,INV-00225,2024-05-24,2024-05-27,DIST-015,SPC-PPF-0050G,24,23,456
PRI-103211,INV-00225,2024-05-24,2024-05-27,DIST-015,SPC-RCP-0100G,24,23,696
PRI-103212,INV-00225,2024-05-24,2024-05-27,DIST-015,SPC-RCP-0200G,48,47,2592
PRI-103213,INV-00225,2024-05-24,2024-05-27,DIST-015,SPC-TUR-0100G,24,23,624
PRI-103214,INV-00225,2024-05-24,2024-05-27,DIST-015,SPC-TUR-0200G,48,47,2352
PRI-103215,INV-00225,2024-05-24,2024-05-27,DIST-015,SWT-JGB-0500G,24,23,1224
PRI-103216,INV-00225,2024-05-24,2024-05-27,DIST-015,SWT-JGP-0500G,12,11,684
PRI-103217,INV-00231,2024-05-27,2024-05-31,DIST-021,FLR-BSN-0500G,24,23,1224
PRI-103218,INV-00231,2024-05-27,2024-05-31,DIST-021,FLR-BSN-1000G,6,5,588
